generated,expected,generated_md,original_md
"Ukraine is too corrupt and undemocratic to be eligible for membership now, and NATO will not be around in ten years, and its member states know it.","Ukraine is too corrupt and undemocratic to be a member of NATO, and the EU will not be around in ten years, as its member states know it.","(MD0)Ukraine is too corrupt and undemocratic to be eligible for membership now, and NATO will not be around in ten years, and its member states know it.(MD0)","(MD0)Ukraine is too corrupt and undemocratic to qualify for membership now, and NATO itself probably won’t be around in ten years and its member states know it.(MD0)"
NATO serves as a way for American taxpayers to fund defense spending. NATO should be able to assist defense spending.,NATO serves as a way for American taxpayers to fund defense spending. European countries should be supplying themselves.,(MD0)NATO serves as a way for American taxpayers to fund defense spending. (MD0) NATO should be able to assist defense spending.(MD0),(MD0)NATO functions as a way of getting American taxpayers to fund defense spending European countries ought to be providing themselves.(MD0)
"In exchange, European leaders get a ready-made excuse to allow America to do their dirty jobs while still behaving in public as if they're restraining America's worst impulses.","In exchange, European politicians get a ready-made excuse to allow America to do their dirty jobs while still behaving in public as if they're repressing America's worst impulses.","(MD0)In exchange, European leaders get a ready-made excuse to allow America to do their dirty jobs while still behaving in public as if they're restraining America's worst impulses.(MD0)",(MD0)In exchange European leaders get a ready-made excuse to let America do their dirty work while acting in public like they’re restraining America’s worst impulses.(MD0)
"NATO utterly failed in Afghanistan for a reason: NATO has always been a bluff, a shaky alliance led by mutual mortal adversaries Greece and Turkey that has been a bluff, with mutual mortal enemies Greece and Turkey aiming to discourage the Soviet Union from threatening countries critical to American interests.","NATO has failed in Afghanistan for a reason: NATO has always been a shaky alliance with mutually disadvantaged partners Greece and Turkey, who have attempted to discourage the Soviet Union from attacking countries critical to American interests.","(MD0)NATO (MD1)utterly failed in Afghanistan for a reason(MD1): NATO has always been a bluff, a shaky alliance led by (MD2)mutual mortal adversaries Greece and Turkey(MD2) that has been a bluff, with (MD2)mutual mortal enemies Greece and Turkey(MD2) aiming to discourage the Soviet Union from threatening countries critical to American interests.(MD0)","(MD0)NATO (MD1)utterly failed in Afghanistan for a reason(MD1): NATO itself has always been a bluff, a shaky alliance including (MD2)mutual mortal foes Greece and Turkey(MD2) intended to keep the Soviet Union from thinking it could invade countries critical to American interests.(MD0)"
"NATO allowed Hungary and Czechoslovakia to fall to Moscow when Joe Biden was young, and the only battles it has ever fought against Serbian and Taliban militants.","When Joe Biden was young, NATO allowed Hungary and Czechoslovakia to fall to Moscow, and the only wars it has ever fought against Serbian and Taliban militants.","(MD0)NATO allowed Hungary and Czechoslovakia to fall to Moscow when Joe Biden was young, and the only battles it has ever fought against Serbian and Taliban militants.(MD0)","(MD0)NATO allowed Hungary and Czechoslovakia to fall to Moscow when Joe Biden was young, and the only battles it has ever fought have been against Serbian and Taliban militants.(MD0)"
"However, Russian leaders like Putin don't look at the present and assume it will continue forever.","However, Russian Presidents like Putin don't look at the present and assume it will continue in perpetuity.","(MD0)However, Russian leaders like Putin don't look at the present and assume it will continue forever.(MD0)",(MD0)But Russian leaders like Putin don’t look at the present and assume it will continue forever.(MD0)
"They plan ten years down the road, utilizing their recent experience of being basically at the mercy of America and NATO in the 1990s and 2000s.","They plan to plan ten years down the road, relying on their recent experience of being practically at the mercy of America and NATO in the 1990s and 2000s.","(MD0)They plan ten years down the road, utilizing their recent experience of being basically at the mercy of America and NATO in the 1990s and 2000s.(MD0)","(MD0)They habitually plan ten years down the road, using their recent experience of being basically at the mercy of America and NATO in the 1990s and 2000s.(MD0)"
"Americans blindly joined in the fake war to protect democracy as if America itself is one, but autocrats like Putin aren't accountable to anyone, but this isn't strictly true.","Americans blindly joined the fake war to protect democracy as if America itself is one, but autocrats like Putin aren't accountable to anyone. But this isn't strictly true.","(MD0)Americans blindly joined in the fake war to protect democracy as if America itself is one, but autocrats like Putin aren't accountable to anyone, but this isn't strictly true.(MD0)","(MD0)Americans blindly caught up in the fake war to protect democracy, as if America itself actually is one, want to pretend that autocrats like Putin aren’t accountable to anyone, but this isn’t strictly true.(MD0)"
"The Russian people could revolt against their draconian government, but few will protest against their draconian government as long as the economy is stable and Russia feels important on the international stage, as well as America's for all world powers.","The Russian people could revolt against their draconian government, but few will protest so long as the economy is stable and Russia is deemed important on the international stage — the same goes for America, which is also true for all world powers.","(MD0)The Russian people could revolt against their draconian government, but few will protest against their draconian government as long as the economy is stable and Russia feels important on the international stage, as well as America's for all world powers.(MD0)","(MD0)The Russian people could revolt against their oppressive government, but few ever will so long as the economy is okay and Russia feels important on the global stage — the same goes for America, for all world powers.(MD0)"
Putin stays in office by promising that enough of the right people will be consulted to ensure that this is always the case.,Putin keeps power by pledging enough of the right people to ensure that this is always the case.,(MD0)Putin stays in office by promising that enough of the right people will be consulted to ensure that this is always the case.(MD0),(MD0)Putin stays in power by promising enough of the right people he’ll make sure this is always the case.(MD0)
"So, he has a right to look into the future and estimate where Russia will be in a decade.",So he has a reason to look into the future and estimate where Russia will be in a decade.,"(MD0)So, he has a right to look into the future and estimate where Russia (MD1)will be in a decade.(MD0)",(MD0)So he has an incentive to look into the future and estimate where Russia (MD1)could(MD1) be in a decade.(MD0)
"Because Ukraine continues to insist Crimea and Donbas belong to it (and in an international legal sense, this is of course true), a future nightmare scenario haunts Moscow's hopes, where Ukraine joins NATO and then tries to regain these territories, plunging Russia into a conflict it may not be prepared for.","Because Ukraine continues to insist that Crimea and Donbas belong to it (and in a foreign legal sense, this is of course true), a future nightmare scenario haunts Moscow's hopes, as Ukraine joins NATO and reclaims these territories, plunging Russia into a conflict it is not prepared for.","(MD0)Because Ukraine continues to insist (MD1)Crimea and Donbas belong to it(MD1) (and in an international legal sense, this is of course true), a future nightmare scenario haunts Moscow's hopes, where Ukraine joins NATO and then tries to regain these territories, plunging Russia into a conflict it may not be prepared for.(MD0)","(MD0)Because Ukraine continues to insist (MD1)Crimea and Donbas belong to it(MD1) (and in an international legal sense, this is of course true), a future nightmare scenario haunts Moscow’s dreams, a scenario where Ukraine joins NATO then tries to reclaim these territories, plunging Russia into a conflict it might not be prepared for.(MD0)"
"From Putin's perspective, Ukraine must be neutralized, and the fact that the Zelensky government refuses to suspend NATO membership raises his doubts.","From Putin's viewpoint, Ukraine must be neutralized, and the fact that the Zelensky government refuses to suspend NATO membership raises his doubts.","(MD0)From Putin's perspective, Ukraine must be neutralized, and the fact that the Zelensky government refuses to suspend NATO membership raises his doubts.(MD0)","(MD0)From Putin’s perspective Ukraine must be neutralized, and the fact the Zelensky government refuses to shelve NATO membership amplifies his concerns.(MD0)"
"Putin is clearly determined to end the unbalanced situation along the Russian-Ukraine border one way or another, and although he may be bluffing about the possibility of it happening, the danger of it happening can't be ignored.","Putin is obviously determined to end the tumultuous border between Russia and Ukraine one way or another, and although he is probably lying about the possibility of it happening in Kyiv, the danger of it being fulfilled can't be ignored.","(MD0)Putin is clearly determined to end the unbalanced situation along the Russian-Ukraine border one way or another, and although he may be bluffing about the possibility of it happening, the danger of it happening can't be ignored.(MD0)","(MD0)Putin is clearly determined to end the unstable situation along the Russia-Ukraine border one way or another and while he is probably bluffing about surrounding Kyiv, the threat of it happening can’t be ignored.(MD0)"
Major Russian military forces who were deployed in Siberia have been relocated to Siberia's western military districts.,Major Russian military forces that were stationed in Siberia have been relocated to the western military districts.,(MD0)Major Russian military forces (MD1) who were deployed(MD1) in Siberia have been relocated to Siberia's western military districts.(MD0),(MD0)Major Russian military forces (MD1)historically deployed(MD1) in Siberia have been moved to the western military districts.(MD0)
It is no accident that they are arranged in a way that makes it impossible to determine when an attack is about to begin and occupy Ukraine if push comes to shove.,"It's no accident that they are positioned in a position to quickly invade and occupy Ukraine if push comes to shove, advancing to and from the border in a way that makes it impossible to determine when an attack is about to begin.",(MD0)It is no accident that they are arranged in a way that makes it impossible to determine when an attack is about to begin and occupy Ukraine if push comes to shove.(MD0),"(MD0)It is no accident that they are arrayed in a position to swiftly invade and occupy Ukraine if push comes to shove, moving to and from the border in a way that makes it impossible to know if an attack is about to commence.(MD0)"
Putin does not want to embark on a large-scale invasion of Ukraine.,Putin does not want to launch a massive invasion of Ukraine.,(MD0)Putin does not want to embark on a large-scale invasion of Ukraine.(MD0),(MD0)Putin does not want to undertake a large-scale invasion of Ukraine.(MD0)
"However, he's giving every credible indication that if he wants to go down this road, he's willing to go down this road, and he might if his goals cannot be achieved in any other way.","However, he is giving every plausible indication that if he wants to go down this road, he will, and he might if his goals cannot be achieved in any other way.","(MD0)However, he's giving every credible indication that if he wants to go down this road, he's willing to go down this road, and he might if his goals cannot be achieved in any other way.(MD0)",(MD0)But he is sending every credible signal possible that he’s willing to go down this road if he feels he must and he might if his objectives cannot be achieved any other way.(MD0)
"American leaders are obsessed with the idea of deterrence, making the fatal mistake in failing to think from Putin's perspective.",The deterrence theory is causing American leaders to make the fatal mistake of failing to consider Putin's viewpoint.,"(MD0)American leaders are obsessed with the idea of (MD1)deterrence(MD1), making the fatal mistake in failing to think from Putin's perspective.(MD0)","(MD0)American leaders are obsessed with the concept of (MD1)deterrence(MD1), making the critical error in failing to think from Putin’s perspective.(MD0)"
"Deterrence is derived from cost-benefit analysis, a process I became familiar with when obtaining two of policy focused masters degrees in grad school.","Deterrence is derived from cost-benefit analysis, a process that I became familiar with when receiving two separate policy-focused masters degrees in grad school.","(MD0)Deterrence is derived from (MD1)cost-benefit analysis(MD1), a process I became familiar with when obtaining two of policy focused masters degrees in grad school.(MD0)","(MD0)Deterrence is derived from (MD1)cost-benefit analysis(MD1), a technique I became quite familiar with earning a pair of policy focused masters degrees in grad school.(MD0)"
Americans are completely lurve cost-benefit analysis because it seems more concrete than it really is.,"Since it seems more concrete than it really is, Americans overwhelmingly support a cost-benefit analysis.",(MD0)Americans are completely (MD1)lurve(MD1) cost-benefit analysis because it seems more concrete than it really is.(MD0),(MD0)Americans absolutely (MD1)lurve(MD1) cost-benefit analysis because it looks more concrete than it truly is.(MD0)
"What gets counted as a cost or benefit is usually a matter of perspective, and those with privilege often get the costs and insurance policies set the way they like more often than not.","What counts as a cost or benefit is usually a matter of opinion, and those with wealth often have the ability to control the way they choose more often than not.","(MD0)What gets counted as a cost or benefit is usually a matter of perspective, and those with privilege often get the costs and insurance policies set the way they like more often than not.(MD0)","(MD0)What gets counted as a cost or benefit is usually in some way a matter of perspective, and those with privilege get the costs and benefits set the way they like more often than not.(MD0)"
"CBA is used in policy mostly to justify an action that some politician wants to take and needs to cover for, but typically excludes critical soft factors such as future forecasts.","CBA is used in policy mostly to justify an action that some politician wants to take and needs to cover for, but it does not include critical soft factors such as future aspirations.","(MD0)CBA is used in policy mostly to justify an action that some politician wants to take and needs to cover for, but typically excludes critical soft factors such as future forecasts.(MD0)","(MD0)CBA is used in policy mostly to justify an action some politician wants to take and needs cover for, and typically excludes vital soft factors like future expectations.(MD0)"
"When an opponent decides that the costs America is willing to pay are irrelevant, as they usually are, American deterrence falls short.","When an opponent decides that the costs are not justified, American deterrence falls apart, as they usually are.","(MD0)When an opponent decides that the costs America is willing to pay are irrelevant, as they usually are, American deterrence falls short.(MD0)","(MD0)American deterrence fails when an opponent decides the costs America says it is willing to impose are irrelevant, as they typically are.(MD0)"
"This is why America's sanctions obsession is so vain and toothless — by the time they're applied, the perpetrator has already found a way around them.","This is why America's sanctions obsession is so vain and toothless — by the time they're applied, the perpetrator has already found a way around them.","(MD0)This is why America's sanctions obsession is so vain and toothless — by the time they're applied, the perpetrator has already found a way around them.(MD0)",(MD0)This is why America’s sanctions obsession is so vapid and toothless — by the time they’re applied the target has already worked out a way around them.(MD0)
Sanctions are a way of being tougher to a domestic audience and little more.,Sanctions are a way of proving tougher to a domestic audience and not much more.,(MD0)Sanctions are a way of being tougher to a domestic audience and little more.(MD0),(MD0)Sanctions are a means of looking tough to a domestic audience and little more.(MD0)
"The threat of being cut off from the global banking system or natural gas exports to Europe is easily mitigated with Chinese help — Russia and China are officially strong allies now, like the US and UK.","With Chinese help, Putin's threat of being cut off from the global banking system or natural gas exports to Europe is quickly mitigated — Russia and China are now strong allies, as well as the United States and the United Kingdom.","(MD0)The threat of being cut off from the global banking system or natural gas exports to Europe is easily mitigated with Chinese help — Russia and China are (MD1)officially strong allies now(MD1), like the US and UK.(MD0)","(MD0)In Putin’s case, the threat of being cut off from the global banking system or natural gas exports to Europe is easily mitigated with Chinese support — Russia and China are (MD1)officially strong allies now(MD1), like the US and UK.(MD0)"
"Because America under Biden has refused to make sense and work out a long-term stable agreement to avoid any war over Taiwan or the South China Sea, China has no reason to shame Putin.","Since America under Biden has refused to make sense and work out a long-term stable agreement to avoid any conflict over Taiwan or the South China Sea, China has no reason to condemn Putin.","(MD0)Because America under Biden has refused to make sense and work out a long-term stable agreement to avoid any war over Taiwan or the South China Sea, China has no reason to shame Putin.(MD0)","(MD0)Because America under Biden has refused to see sense and work out a long-term stable pact to prevent any war over Taiwan or the South China Sea, China has no reason to restrain Putin.(MD0)"
"The world has seen NATO scramble and take ineffective steps to shield itself, leaving Ukraine practically alone, armed with weapons only truly useful in a bitter, mutually destructive rebellion.","The world has watched NATO scramble and take ineffective steps to shield itself, leaving Ukraine virtually alone, with weapons only useful in a bitter, mutually destructive rebellion.","(MD0)The world has seen NATO scramble and take ineffective steps to shield itself, leaving Ukraine practically alone, armed with weapons only truly useful in a bitter, (MD1)mutually destructive rebellion(MD1).(MD0)","(MD0)The past few weeks the world has watched NATO scramble and take ineffectual action to cover itself while leaving Ukraine basically alone, armed with weapons only truly useful in a bitter, (MD1)mutually destructive insurgency(MD1).(MD0)"
"Public proclamations of NATO unity are masking deep divides between the key continental European participants, Germany and France, and the United Kingdom/UK.","Public proclamations of NATO integration are masking deep divides between the key continental European players, Germany and France, and the United Kingdom/UK.","(MD0)(MD1)Public proclamations of NATO unity(MD1) are masking deep divides between the key continental European participants, Germany and France, and the United Kingdom/UK.(MD0)","(MD0)(MD1)Public proclamations of NATO unity(MD1) are covering up deep cracks between the main continental European participants, Germany and France, and the US/UK.(MD0)"
"Putin has now successfully bluffed the United States and the United Kingdom into pulling consultants out of Ukraine and issue panic alerts to civilians to evacuate, while offering no assistance if they're trapped in the conflict or, y'know, have Ukrainian families who can't just up and leave.","Putin has now successfully bluffed the United States and the United Kingdom into pulling consultants out of Ukraine and sending panic alerts to citizens to evacuate, but they can't help if they are trapped in the conflict or, y'know, have Ukrainian families who can't just up and leave.","(MD0)Putin has now successfully bluffed the United States and the United Kingdom into (MD1)pulling consultants out of Ukraine(MD1) and (MD2)issue panic alerts(MD2) to civilians to evacuate, while (MD2)offering no assistance(MD2) if they're trapped in the conflict or, y'know, have Ukrainian families who can't just up and leave.(MD0)","(MD0)Putin has now successfully bluffed the US and UK into (MD1)pulling advisers out of Ukraine(MD1) and (MD2)issue panicky warnings(MD2) to citizens to evacuate — while (MD2)offering no assistance(MD2) if they’re caught in the fighting or, y’know, have Ukrainian families who can’t just up and leave.(MD0)"
Airlines are no longer operating because of the threat of conflict.,Airlines are no longer operating due to the threat of war.,(MD0) Airlines are no longer operating because of the threat of conflict.(MD0),(MD0)The threat of conflict means airlines are stopping service.(MD0)
Investing in Ukraine is going to be a big risk going forward.,"Going forward, investing in Ukraine is going to be a big risk.",(MD0)Investing in Ukraine is going to be a big risk going forward.(MD0),(MD0)Investment in Ukraine is going to be a massive risk going forward.(MD0)
America's leadership is assisting Putin in his victory.,Putin is winning thanks to America's leadership.,(MD0)America's leadership is assisting Putin in his victory.(MD0),(MD0)America’s leadership is helping Putin win.(MD0)
The irony is that so far all Putin has done is load his rifle and do some target practice around Ukraine.,The irony is that so far all Putin has done is load his rifle and conduct some target practice around Ukraine.,(MD0)The irony is that (MD1)so far(MD1) all Putin has done is load his rifle and do some target practice around Ukraine.(MD0),(MD0)The irony is that (MD1)so far(MD1) all Putin has done is load his weapon and do some target practice around Ukraine.(MD0)
"Putin doesn't have to decide on a date to invade Ukraine; he can simply park his troops where they are located as a persistent, existential threat.","Putin does not have to decide on a date to invade Ukraine; rather, he can simply park his forces where they are located as a persistent, existential threat.","(MD0)Putin doesn't have to decide on a date to invade Ukraine; he can simply park his troops where they are located as a persistent, existential threat.(MD0)","(MD0)Putin doesn’t have to decide on a date to invade Ukraine — he can simply park his forces where they are as a permanent, existential threat.(MD0)"
"The suggestion that Russia will attack Ukraine out of nowhere is ridiculous, because he gains much more by exhausting Ukraine over time with regular aggressive moves, which Kyiv can't ignore than a massive invasion.","The suggestion that Russia will attack Ukraine out of nowhere is ridiculous, because he makes more money by exhausting Ukraine over time with regular aggressive moves, which Kyiv can't deny than a massive invasion.","(MD0)The suggestion that Russia will attack Ukraine out of nowhere is ridiculous, because he gains much more by exhausting Ukraine over time with regular aggressive moves, which Kyiv can't ignore than a massive invasion.(MD0)","(MD0)The idea that Russia will attack Ukraine out of nowhere is frankly silly, because he gains far more by exhausting Ukraine over time with constant aggressive maneuvers Kyiv can’t ignore than a massive invasion.(MD0)"
Russia intelligence has been aggressively engaged on a maskirovka campaign specifically designed to gaslight American and allied intelligence for the past month.,Russian intelligence has been hard at work on a maskirovka campaign specifically designed to gaslight American and allied intelligence for the past month.,(MD0)Russia intelligence has been aggressively engaged on a maskirovka campaign specifically designed to gaslight American and allied intelligence for the past month.(MD0),"(MD0)For the past month, Russian intelligence has been aggressively working on a maskirovka campaign specifically designed to gaslight American and allied intelligence.(MD0)"
Politicians and pundits are latching onto every intelligence intercept alleging nefarious Russian actions ranging from false-flag attacks to coup plots against Zelensky.,"Politicians and pundits are latching on every intelligence intercept alleging nefarious Russian actions, ranging from false-flag attacks to coup plots against Zelensky.",(MD0)Politicians and pundits are latching onto every intelligence intercept (MD1) alleging nefarious Russian actions(MD1) ranging from false-flag attacks to coup plots against Zelensky.(MD0),(MD0)Politicians and pundits are latching onto every intelligence intercept (MD1)alleging nefarious Russian plans(MD1) ranging from false-flag attacks to coup plots against Zelensky.(MD0)
What's funny about watching the Biden Administration pretend it can deter Russian actions by pointing out everything they're talking about is that it gives Russia a direct means of faking America out.,What's funny about watching the Biden Administration pretend that it will deter Russian actions by pointing out everything they're talking about is that it gives Russia a concrete means of faking America out.,(MD0)What's funny about watching the Biden Administration pretend it can deter Russian actions by pointing out everything they're talking about is that it gives Russia a direct means of faking America out.(MD0),(MD0)What’s darkly hilarious about watching the Biden Administration pretend it can deter Russian actions by pointing out everything they are talking about doing is that it gives Russia a direct means of faking America out.(MD0)
"Now knowing that Biden is going to publicly announce every bizarre plan that someone discusses in Moscow, Putin has been able to trap him in a dynamic where America seems to be screaming chicken every five minutes.","Knowing that Biden will publicly announce every bizarre plan that someone discusses in Moscow, Putin has been able to trap him in a dynamic where America seems to be screaming chickens every five minutes.","(MD0)Now knowing that Biden is going to publicly announce every bizarre plan that someone discusses in Moscow, Putin has been able to trap him in a dynamic where America seems to be screaming chicken every five minutes.(MD0)","(MD0)Knowing that Biden is going to publicly warn about every crazy plot someone discusses in Moscow, Putin has been able to trap him in a dynamic where America looks like its crying chicken little every five minutes.(MD0)"
"Biden, with every warning not backed by a threat of meaningful action, weakens America's position, which is a positive side effect from Putin's perspective.","Biden, with every warning not backed by a threat of meaningful action, weakens America's position, which is a positive side effect from Putin's perspective.","(MD0)Biden, with every warning not backed by a threat of meaningful action, weakens America's position, which is a positive side effect from Putin's perspective.(MD0)","(MD0)A beneficial side effect, from Putin’s perspective, is that Biden, with every warning not backed by threat of meaningful action, weakens America’s position.(MD0)"
"If any diplomatic agreement prevents the outbreak of war, it will be from German efforts underway this week.","If any diplomatic agreement prevents the outbreak of war, it would result from German efforts, which are underway this week.","(MD0)If any diplomatic agreement prevents the outbreak of war, it will be from German efforts underway this week.(MD0)",(MD0)If any diplomatic deal prevents the outbreak of war it will stem from German efforts underway this week.(MD0)
Putin pulling some troops from the border ahead of the new German chancellor Scholz is a classic tactic.,A classic tactic is for Putin to pull troops from the border ahead of the new German chancellor Scholz.,(MD0)Putin pulling some troops from the border ahead of the new German chancellor Scholz is a classic tactic.(MD0),(MD0)Putin pulling back some troops from the border ahead of the new German chancellor Scholz is a classic technique.(MD0)
"It looks like he's keeping a diplomatic off ramp, which he is, but not for the reasons American leaders hope.","He seems to be keeping a diplomatic off ramp, which he is, but not for the reasons American leaders hope.","(MD0)It (MD1)looks(MD1) like he's keeping a diplomatic off ramp, which he is, but not for the reasons American leaders hope.(MD0)","(MD0)It (MD1)looks(MD1) like he’s keeping a diplomatic off ramp clear, which he is — but not for the reasons American leaders hope.(MD0)"
"From Putin's remark about why Russia cares so much about Ukraine has suggested a concrete conclusion: Russia has denied that Ukraine is planning an attack in Donbas, and that if Crimea is affecting Russian civilians, which would hurt Russian civilians.","From Putin's remark about why Russia cares so much about Ukraine, there has been a definite conclusion: Russia has stated that Ukraine is planning an attack in Donbas, and Crimea will hurt Russian civilians.","(MD0)From Putin's remark about (MD1)why(MD1) Russia cares so much about Ukraine has suggested a concrete conclusion: Russia has denied that Ukraine is planning an attack in Donbas, and that if Crimea is affecting Russian civilians, which would hurt Russian civilians.(MD0)",(MD0)From the get-go Putin’s rhetoric about (MD1)why(MD1) Russia cares so much about Ukraine has indicated a clear endgame: Russia insists Ukraine is plotting an offensive in Donbas — and one day Crimea — that will harm Russian people.(MD0)
"Yesterday, the Russian Duma ordered Putin to honor Donetsk and Lukhansk, which means Russia will more or less annex them under the pretense of safeguarding Russian civilians.","The Russian Duma ordered Putin to honor Donetsk and Lukhansk, which means Russia will annex them under the pretense of shielding Russian civilians.","(MD0)Yesterday, the Russian Duma ordered Putin to honor Donetsk and Lukhansk, which means Russia will more or less annex them under the pretense of safeguarding Russian civilians.(MD0)","(MD0)Yesterday the Russian Duma asked Putin to recognize Donetsk and Lukhansk, which more or less means Russia can annex them under the pretense of protecting Russian citizens.(MD0)"
"Over the past year, Russia's military buildup has been slow and deliberate, with sudden movements under the guise of exercises.","Over the past year, Russia's military buildup has been slow and deliberate, with sudden movements under the guise of exercises.","(MD0)Over the past year, Russia's military buildup has been slow and deliberate, with sudden movements under the guise of exercises.(MD0)","(MD0)Russia’s military buildup has been slow and deliberate over the past year, punctuated with sudden movements under the guise of exercises.(MD0)"
This is a long-term change in Russia's positions meant to announce that Russia trusts China and that future conflicts in Europe and Asia will always be linked.,"This is a long-term change in Russia's positions, which is meant to announce that Russia has faith in China, and that future conflicts in Europe and Asia will always be linked.",(MD0)This is a long-term change in Russia's positions meant to announce that Russia trusts China and that future conflicts in Europe and Asia will always be linked.(MD0),(MD0)This is a long-term shift in Russia’s positions intended to communicate that Russia trusts China and potential conflicts in Europe and Asia will always be linked.(MD0)
"I seriously doubt any conflict in Ukraine begins with a sudden Russian attack — the bluff that might have been useful in causing London and Washington to panic, but not in accordance with Putin's domestic rhetoric.","I seriously doubt any conflict in Ukraine begins with a sudden Russian assault — the bluff that might have triggered London and Washington's trembling, but not in accordance with Putin's domestic rhetoric.","(MD0)I seriously doubt any conflict in Ukraine begins with a sudden Russian attack — the bluff that might have been useful in causing London and Washington to panic, but not in accordance with Putin's domestic rhetoric.(MD0)",(MD0)I seriously doubt any conflict in Ukraine begins with a sudden massive Russian attack —the bluff this could happen has been useful making London and Washington panic but doesn’t match up with Putin’s domestic rhetoric.(MD0)
What he needs to justify an attack is an outburst of brutality that seems to be on the rise in Donbas.,"He needs to defend an attack, but it seems that violence is on the rise in Donbas.",(MD0)What he needs to justify an attack is an outburst of brutality that seems to be on the rise in Donbas.(MD0),(MD0)What he needs to justify an attack is an outburst of violence like what appears to be now escalating in Donbas.(MD0)
"Of course, this is why American and British media have been hyping the danger of a false-flag attack.","Of course, this is why American and British media have been hyping the danger of a false-flag attack.","(MD0)Of course, this is why American and British media have been (MD1)hyping the danger of a false-flag attack(MD1).(MD0)","(MD0)That, of course, is why American and British media have been (MD1)hyping the danger of a false-flag attack(MD1).(MD0)"
"They're doing this because by definition false-flag operations are impossible to attribute with any certainty — if an attack comes, everyone will believe what they want to.","The issue with them doing this is that false-flag operations are impossible to quantify with any certainty — if an attack occurs, everyone will believe what they want to hear.","(MD0)They're doing this because by definition false-flag operations are impossible to attribute with any certainty — if an attack comes, everyone will believe what they want to.(MD0)","(MD0)The problem with them doing this is that by definition false-flag operations are difficult to attribute with any certainty — if an attack comes, everyone will believe what they want to.(MD0)"
