generated,expected,generated_md,original_md
"However, although authoritarianism closely followed Soviet Communism, the USSR was always committed to the expansion of the communist system and had little sympathy for authoritarian states that remained outside of their ideological boundaries.","In the meantime, although authoritarianism closely followed Soviet Communism, the USSR was always committed to the expansion of the communist system and showed no affection for authoritarian states that remained outside of their ideological boundaries.","(MD0)However, although authoritarianism closely followed Soviet Communism, the USSR was always committed to the expansion of the communist system and had little sympathy for authoritarian states that remained outside of their ideological boundaries.(MD0)","(MD0)Meanwhile, while authoritarianism followed closely behind Soviet Communism, the USSR was always committed to the expansion of the communist system and had little love for authoritarian states that remained outside their ideological grasp.(MD0)"
"Now as the Second Cold War begins, it is clear that left right political ideologies are increasingly meaningless for understanding what's going on.","Now that the Second Cold War begins, it is clear that left right political ideologies are increasingly meaningless for understanding what's going on.","(MD0)Now as the Second Cold War begins, it is clear that left right political ideologies are increasingly meaningless for understanding what's going on.(MD0)","(MD0)Now as the Second Cold War begins, it is apparent that left right political ideologies are increasingly meaningless for understanding what is happening.(MD0)"
"China and Russia are ideologically distinct, and can be characterized as distant on the political spectrum.","Both China and Russia are ideologically distinct, and can be characterized as distant on the political spectrum.","(MD0)China and Russia are ideologically distinct, and can be characterized as distant on the political spectrum.(MD0)",(MD0)China and Russia themselves are ideologically distinct and can be classified as distant on the political spectrum.(MD0)
"However, their desire to define authoritarian regimes as morally acceptable and politically superior is what unites them.","However, they are united by their desire to characterize authoritarian regimes as both morally acceptable and politically aspirant.","(MD0)However, their desire to define authoritarian regimes as morally acceptable and politically superior is what unites them.(MD0)",(MD0)But their desire to define authoritarian regimes as morally acceptable and politically superior is what unites them.(MD0)
"This Chinese-Russian-centered Authoritarian Bloc is ranked among the most diverse bloc of states that includes Belarus, Cuba, North Korea, Syria, and Venezuela.","The authoritarian Bloc, a Chinese-Russian-centered authoritarian Bloc, is one of the country's most diverse bloc of states, which includes Belarus, Cuba, North Korea, Syria, and Venezuela.","(MD0)This Chinese-Russian-centered Authoritarian Bloc is ranked among the most diverse bloc of states that includes Belarus, Cuba, North Korea, Syria, and Venezuela.(MD0)","(MD0)This Chinese-Russian centered Authoritarian Bloc counts among its ranks an ideologically eclectic bloc of states that includes, Belarus, Cuba, North Korea, Syria, and Venezuela.(MD0)"
"The other hand, which is referred to as the Democracy Bloc based on the United States and its NATO allies, represents a similarly diverse ideological group.","The other hand, which is based on the United States and its NATO allies, reflects a similarly diverse ideological bloc.","(MD0)The other hand, which is referred to as the Democracy Bloc based on the United States and its NATO allies, represents a similarly diverse ideological group.(MD0)",(MD0)The other side hereafter referred to as the Democracy Bloc based on the United States and its NATO allies reflects a similarly diverse ideological group.(MD0)
"This plurality is even greater when considering the additional Democracy Bloc states of the European Union, Latin American allies like Mexico, and Asian allies like India, Japan, and South Korea.","When considering the additional democracy Bloc states of the European Union, Latin American allies like Mexico, and Asian allies like India, Japan, and South Korea, this diversity is even greater.","(MD0)This plurality is even greater when considering the additional Democracy Bloc states of the European Union, Latin American allies like Mexico, and Asian allies like India, Japan, and South Korea.(MD0)","(MD0)This diversity is even greater when the additional Democracy Bloc states of the European Union, Latin American allies like Mexico, and Asian allies like India, Japan, and South Korea are taken into consideration.(MD0)"
"The Democracy Bloc does also have some odd allies, Saudi Arabia and Turkey, who have broken the bloc's values.","The Democracy Bloc does not have any comrades like Saudi Arabia and Turkey, which are in breach of the bloc's principles.","(MD0)The Democracy Bloc does also have some odd allies, Saudi Arabia and Turkey, who have broken the bloc's values.(MD0)","(MD0)The Democracy Bloc does also have some awkward allies like Saudi Arabia and Turkey, that violate the bloc’s principles.(MD0)"
These countries are likely to be caught in the middle as the new cold war progresses.,These countries are likely to be caught in the middle as the new cold war progresses.,(MD0)These countries are likely to be caught in the middle as the new cold war progresses.(MD0),(MD0)As the new cold war deepens these countries are likely to be caught in the middle.(MD0)
"Ultimately, ideology matters for little.","In the end, ideology matters less.","(MD0)Ultimately, ideology matters for little.(MD0)","(MD0)Ultimately, ideology counts for little.(MD0)"
"What matters in this new cold war is the organizing political principle of a country's government, whether it be democratic or based on limits on control and free and fair elections or authoritarian with arbitrary executive power.","What matters in this latest cold war is the organizing political principle of a country's government, whether it be democratic or based on limits on influence and free and fair elections or authoritarian with arbitrary executive power.","(MD0)What matters in this new cold war is the organizing political principle of a country's government, whether it be democratic or based on limits on control and free and fair elections or authoritarian with arbitrary executive power.(MD0)",(MD0)What matters in this new cold war is the organizing political principle of a country’s regime be it democratic as in based on limits on power and free and fair elections or authoritarian with arbitrary executive power.(MD0)
"This new cold war can be said to be in full swing as a result of Russia's takeover of Ukraine, but the areas of conflict are also global and have been active for some time now.","This new cold war can be characterized as a result of Russia's takeover of Ukraine, but the areas of conflict are also present around the globe and have been active for some time.","(MD0)This new cold war can be said to be in full swing as a result of Russia's takeover of Ukraine, but the areas of conflict are also global and have been active for some time now.(MD0)",(MD0)This new cold war can truly be said to be in full swing because of the Russian invasion of Ukraine but the areas of conflict span the globe and have been active for some time already.(MD0)
Perhaps the next hottest location can be said to be Taiwan.,Taiwan is perhaps the next hottest location.,(MD0)Perhaps the next hottest location can be said to be (MD1)Taiwan(MD1).(MD0),(MD0)Perhaps the next hottest location can be said to be (MD1)Taiwan(MD1).(MD0)
"For some time now, the Chinese military has been planning for a future invasion of Taiwan even as the US and its allies have strategized for its defense.","For some time now, the Chinese military has been planning for a future invasion of Taiwan, even as the US and its allies prepare for its defense.","(MD0)For some time now, the Chinese military has been planning for a future invasion of Taiwan even as the US and its allies have (MD1)strategized(MD1) for its defense.(MD0)",(MD0)For some time now the Chinese military has made preparations for a future invasion of Taiwan even as the United States and its allies have (MD1)strategized(MD1) for its defense.(MD0)
"China has many strategic and economic reasons for the conquest of Taiwan, but perhaps the most important motivation is symbolic.","The conquest of Taiwan has many strategic and economic reasons, but perhaps the most important motive is symbolic.","(MD0)China has many strategic and economic reasons for the conquest of Taiwan, but perhaps the most important motivation is symbolic.(MD0)",(MD0)China has several strategic and economic reasons for the conquest of Taiwan but perhaps the most important motivation is symbolic.(MD0)
Taiwan is the last holdover of a non-communist China and has always enjoyed the United States' vague support.,Taiwan is the last holder of a non-communist China and has always enjoyed the US's vague support.,(MD0)Taiwan is the last holdover of a non-communist China and has always enjoyed the United States' vague support.(MD0),(MD0)Taiwan is the last holdover of a non-communist China and has always enjoyed the vague backing of the United States.(MD0)
Taiwan's resurgent independence in a territory that China claims to be its own.,The continued independence of Taiwan in a world that China deems to be its own.,(MD0)Taiwan's resurgent independence in a territory that China claims to be its own.(MD0),(MD0)Taiwan’s continued independence is an acknowledgement of US hegemony in a territory China considers to be its own.(MD0)
The conquest of Taiwan will reveal that China is an equal of the United States that cannot be cowed or threatened.,The conquest of Taiwan will show that China is an equal of the United States that cannot be cowed or threatened.,(MD0)The conquest of Taiwan will reveal that China is an equal of the United States that cannot be cowed or threatened.(MD0),(MD0)Conquest of Taiwan would signal once and for all that China is an equal of the United States that cannot be cowed or intimidated.(MD0)
"For the United States, it would be the death knell of long-fading American global dominance.",It would be the death knell of long-distance American global dominance.,"(MD0)For the United States, it would be the death knell of long-fading American global dominance.(MD0)",(MD0)For the United States it would be the death knell of long waning American global dominance.(MD0)
Taiwan is therefore vital to the current cold war because it could result in direct conflict between the main combatants.,Taiwan is therefore vital to the current cold war because it could result in direct combat between the main combatants.,(MD0)Taiwan is therefore vital to the current cold war because it could result in direct conflict between the main combatants.(MD0),(MD0)Taiwan is therefore key to the new cold war because it could lead to direct conflict between the main combatants.(MD0)
Taiwan is part of a Second Cold War showdown that is mirrored in events in Hong Kong and the South China Sea.,Taiwan is part of a Second Cold War showdown in Hong Kong and the South China Sea that is mirrored in events.,(MD0)Taiwan is part of a Second Cold War showdown that is mirrored in events in (MD1)Hong Kong(MD1) and the South China Sea.(MD0),(MD0)Taiwan is part of a Second Cold War showdown that is mirrored in events in (MD1)Hong Kong(MD1) and the South China Sea.(MD0)
"Since the United Kingdom returned Hong Kong to China in 1997, the city had served as an oasis of democracy and civil liberties in a desert of authoritarianism.","In a desert of authoritarianism, Hong Kong had served as an oasis of democracy and civil liberties since the United Kingdom returned Hong Kong to China in 1997.","(MD0)Since the United Kingdom returned Hong Kong to China in 1997, the city had served as an oasis of democracy and civil liberties in a desert of authoritarianism.(MD0)",(MD0)Since the United Kingdom returned Hong Kong to China in 1997 the city had served as an oasis of democracy and civil liberties in a desert of authoritarianism.(MD0)
"Starting in 2019, Beijing introduced stringent limits on the city and brutally repressed democracy campaigners in response to western leaders' meaningless verbal objections.",Beijing placed stringent limits on the city and brutally repressed democracy campaigners in response to western leaders' meaningless verbal sex.,"(MD0)Starting in 2019, Beijing introduced stringent limits on the city and brutally repressed democracy campaigners in response to western leaders' meaningless verbal objections.(MD0)",(MD0)Starting in 2019 Beijing imposed strict restrictions on the city and brutally repressed democracy advocates over the meaningless verbal objections of western leaders.(MD0)
"To intimidate and silence western critics of its repression, China also used gatekeeping of access to its vast internal market.","To intimidate and silence western critics of China's repression, the country used one of its most effective tools, gatekeeping of access to its vast internal market.","(MD0)To (MD1)intimidate(MD1) and silence western critics of its repression, China also used gatekeeping of access to its vast internal market.(MD0)","(MD0)China also employed one of its most powerful tools, gatekeeping of access to its large internal market, to (MD1)intimidate(MD1) and silence western critics of its repression.(MD0)"
"Meanwhile, China has attempted to reclaim control of the contested South China Sea by building islands and military installations and threatening those that pass through.","In the meantime, China has continued to assert its clout in the contested South China Sea by building islands and military installations, and threatening those that pass through.","(MD0)Meanwhile, China has attempted to reclaim control of the contested South China Sea by building islands and military installations and threatening those that pass through.(MD0)","(MD0)Meanwhile, China has attempted to assert its dominance over the contested South China Sea by building islands and military installations and threatening those that pass through.(MD0)"
"This has had direct repercussions for several countries in the region, including Taiwan.","This has ramifications for many countries in the region, including Taiwan.","(MD0)This has had direct repercussions for several countries in the region, including Taiwan.(MD0)",(MD0)This has direct consequences for several countries in the region including Taiwan.(MD0)
The United States has continued to be present in the sea and challenge Chinese claims.,The United States has continued to be present in the sea and contest Chinese claims.,(MD0)The United States has continued to be present in the sea and challenge Chinese claims.(MD0),(MD0)The United States has continued to maintain a presence in the sea and contest Chinese claims.(MD0)
Most recent members of the Democracy Bloc have been deployed in combating the South China Sea.,Several other members of the Democracy Bloc have been involved in fighting the South China Sea in recent military exercises.,(MD0)Most recent (MD1)members(MD1) of the Democracy Bloc have been deployed in combating the South China Sea.(MD0),"(MD0)Recently, military exercises have seen several other (MD1)members(MD1) of the Democracy Bloc aid in contesting the South China Sea.(MD0)"
"In a treaty with Australia and the United Kingdom, the US agreed to share its nuclear submarine technology for the second time recently.","For the second time in a nuclear agreement between Australia and the United Kingdom, the US has agreed to share its nuclear submarine technology.","(MD0)In a (MD1)treaty(MD1) with Australia and the United Kingdom, the US agreed to share its nuclear submarine technology for the second time recently.(MD0)","(MD0)Recently, the United States also agreed to share its nuclear submarine technology for only the second time in a (MD1)treaty(MD1) with Australia and the United Kingdom.(MD0)"
"This is a step to extend the Democracy Bloc's hand against China, and has sparked many Chinese rebukes and protests.","This is a step to further strengthen the hand of the Democracy Bloc against China, and has sparked many Chinese rebukes and protests.","(MD0)This is a step to extend the Democracy Bloc's hand against China, and has sparked many Chinese rebukes and protests.(MD0)",(MD0)This is a move to further strengthen the hand of the Democracy Bloc against China and has drawn several Chinese rebukes and objections.(MD0)
"The range of hot or hard power conflicts extends beyond the military to economics and clandestine activities, as they did during the First Cold War.","The number of hot or hard power conflicts extends beyond the military to economics and clandestine industries, as they did during the First Cold War.","(MD0)The range of hot or hard power conflicts extends beyond the military to economics and clandestine activities, as they did during the First Cold War.(MD0)","(MD0)The range of hot or hard power conflicts extends beyond the military realm to economics and clandestine activities, just as they did during the First Cold War.(MD0)"
The United States launched a possibly overdue trade war with China in 2018 in response to the numerous Chinese abuses of the economic relationship between the two countries.,The United States launched a possibly delayed trade war with China in 2018 due to the numerous Chinese misdeeds of the economic relationship between the two countries.,(MD0)The United States launched a possibly overdue trade war(MD1) with China in 2018 in response to the numerous Chinese abuses of the economic relationship between the two countries.(MD0),"(MD0)In 2018, the United States began a probably overdue (MD1)trade war(MD1) with China over the many Chinese abuses of the economic relationship between the two countries.(MD0)"
"As the competition heats, US companies have begun a slow shift away from China.","As the competition heats, US companies have begun to shift away from China.","(MD0)As the competition heats, US companies have begun a slow shift away from China.(MD0)",(MD0)US companies have begun a slow shift away from China as the rivalry deepens.(MD0)
"Both China and Russia have also begun concerted efforts to develop ""fortress economies"" or economic structures that are significantly less dependent on the west and therefore less vulnerable to sanctions and economic pressure by the global economic system that has been crafted in large part by US leadership.","Both China and Russia have coordinated efforts to develop ""fortress economies"" or economic models that are significantly less dependent on the west and therefore less vulnerable to sanctions and economic pressures imposed by the global economic system, which has been crafted in large part by US leadership.","(MD0)Both (MD1)China(MD1) and (MD2)Russia(MD2) have also begun concerted efforts to develop ""fortress economies"" or economic structures that are significantly less dependent on the west and therefore less vulnerable to sanctions and economic pressure by the global economic system that has been crafted in large part by US leadership.(MD0)",(MD0)Both (MD1)China(MD1) and (MD2)Russia(MD2) have also made concerted efforts to create “fortress economies” or economic systems that are significantly less reliant on the west and thus less susceptible to sanctions and economic pressure by the global economic system that has been crafted in large part by US leadership.(MD0)
It's likely that globalization will be reversed in the near future as economic ties match more closely the current political divisions of the Second Cold War.,It is likely that globalization will be reversed in the near future as economic ties match more closely the current political divisions of the Second Cold War.,(MD0)It's likely that globalization will be reversed in the near future as economic ties match more closely the current political divisions of the Second Cold War.(MD0),"(MD0)In the near future, it is likely that globalization will be reversed as economic ties mirror more closely the new political divisions of the Second Cold War.(MD0)"
China and to a much greater extent Russia have coordinated efforts of misinformation campaigns and election interference with the apparent intention of destabilizing democratic countries.,"China and, in particular, Russia, have coordinated attempts to destabilize democratic countries.",(MD0) (MD1)China(MD1) and to a much greater extent (MD2)Russia(MD2) have coordinated efforts of misinformation campaigns and election interference with the apparent intention of destabilizing democratic countries.(MD0),"(MD0)In the area of clandestine activities, (MD1)China(MD1) and to a much greater extent (MD2)Russia(MD2), have launched concerted efforts of misinformation campaigns and election interference with the obvious intention of destabilizing democratic countries.(MD0)"
"Though the most notable case was the support of the Trump campaign by Russian actions in 2016, the authoritarian Bloc's election interference has swept the globe, affecting Europe, Latin America, and Asia.","Although the most notable case was the support of the Trump campaign by Russian actions in 2016, the authoritarian Bloc's election interference has swept the globe, affecting Europe, Latin America, and Asia.","(MD0)Though the most notable case was the support of the Trump campaign by Russian actions in 2016, the authoritarian Bloc's election interference has swept the globe, affecting Europe, Latin America, and Asia.(MD0)","(MD0)While the most famous case was the aiding of the Trump campaign by Russian actions in 2016, the election interference of the Authoritarian Bloc spans the globe, impacting Europe, Latin America, and Asia.(MD0)"
It's less about picking winners and more about inducing instability and sowing divisions among democratic countries' populations.,It's less about picking winners and more about inducing instability and sowing divisions among democratic countries' populations.,(MD0)It's less about picking winners and more about inducing instability and sowing divisions among democratic countries' populations.(MD0),(MD0)It is less about picking winners and more about creating instability and sowing divisions among the populations of democratic countries.(MD0)
So much the better for the Authoritarian Bloc if leading democratic countries can be examples of the unreliability of democratic institutions.,"If leading democratic nations can be examples of democratic institutions' unreliability, then the Authoritarian Bloc is all the better.",(MD0)So much the better for the Authoritarian Bloc if leading democratic countries can be examples of the unreliability of democratic institutions.(MD0),"(MD0)If leading democratic nations can become examples of the unreliability of democratic institutions, so much the better for the Authoritarian Bloc.(MD0)"
"However, the most significant and alarming conflict of the new cold war is the unfolding Russian invasion of Ukraine, the country's biggest European war since World War II.","Despite this, the most significant and alarming part of the current cold war is the unfolding Russian invasion of Ukraine, the biggest European war since the end of World War II.","(MD0)However, the most significant and alarming conflict of the new cold war is the unfolding (MD1)Russian invasion(MD1) of Ukraine, the country's biggest European war since World War II.(MD0)","(MD0)Still, the most pressing and alarming hot conflict of the new cold war is the unfolding (MD1)Russian invasion(MD1) of Ukraine, the largest European war since the end of World War II.(MD0)"
The rash Russian action brought what had been a developing global contest out into the open.,The rash Russian step brought what had been a raging global war out into the open.,(MD0)The rash Russian action brought what had been a developing global contest out into the open.(MD0),(MD0)What had been a developing global contest has been forced out into the open by the rash Russian action.(MD0)
"Vladimir Putin seems to have believed his own story, which was beset by division and inefficiency, would fall by the wayside as the day of authoritarianism dawned.","As the day of authoritarianism dawned, Vladimir Putin seems to have believed his own story, which was beset by division and inefficiency.","(MD0)Vladimir Putin seems to have believed his own story, which was beset by division and inefficiency, would fall by the wayside as the day of authoritarianism dawned.(MD0)",(MD0)Vladimir Putin seems to have believed his own side’s narrative that beset by division and inefficiency the democracies would fall by the wayside as the day of authoritarianism dawned.(MD0)
"In reality, he has shown that the Democracy Bloc, at least for the time, will be up to the task.","In reality, he has shown that the Democracy Bloc, at least for the time, will be up to the challenge.","(MD0)In reality, he has shown that the Democracy Bloc, at least for the time, will be up to the task.(MD0)","(MD0)In reality, he has proven that the Democracy Bloc, at least for now, will be equal to the task.(MD0)"
"NATO allies of the left, right, and center in the United States, United Kingdom, France, and Germany have worked together to admonish Russia and back Ukraine, then to punish Russian aggression first.","NATO allies in the United States, right, and center have worked together to admonish Russia and back Ukraine, as well as punishing Russian aggression.","(MD0)NATO allies of the left, right, and center in the United States, United Kingdom, France, and Germany have worked together to admonish Russia and back Ukraine, then to punish Russian aggression first.(MD0)","(MD0)NATO allies of the left, right, and center in the United States, United Kingdom, France, and Germany have worked together first to admonish Russia and back Ukraine, and now to punish Russian aggression.(MD0)"
President Putin has made his country an unequil enemy of the majority of Europe and a uniting power for the Democracy Bloc in his efforts to restore a Russian Empire.,Putin has made his country an unequivocal enemy of the majority of Europe and a uniting power for the Democracy Bloc in his attempts to reconstruct a Russian Empire.,(MD0)President Putin has made his country an (MD1)unequil enemy(MD1) of the majority of Europe and a uniting power for the Democracy Bloc in his efforts to restore a Russian Empire.(MD0),"(MD0)In his push to rebuild a Russian Empire, Putin has made his country an (MD1)unequivocal enemy(MD1) of most of Europe and a uniting force for the Democracy Bloc.(MD0)"
"Democracy Bloc sanctions, particularly the German decision to suspend a critical Russian gas pipeline, have drawn a definitive boundary between the two sides and have further escalated their economic division.","Democracy Bloc's, particularly the German decision to suspend a critical Russian gas pipeline, have drawn a definitive boundary between the two countries and have exacerbated their economic division.","(MD0)(MD1)Democracy Bloc sanctions(MD1), particularly the German decision to suspend a critical Russian gas pipeline, have drawn a definitive boundary between the two sides and have further escalated their economic division.(MD0)","(MD0)(MD1)Democracy Bloc sanctions(MD1), especially the German decision to suspend a key Russian gas pipeline, have drawn a definitive line between the two sides and further hastened their economic separation.(MD0)"
