generated,expected,generated_md,original_md
"They helped each other over the next 24 hours by carrying bags, exchanging cell phone battery packs, and posting details.","They helped each other over the next 24 hours by carrying bags, exchanging cell phone battery packs, and posting details.","(MD0) They helped each other over the next 24 hours by carrying bags, exchanging cell phone battery packs, and posting details. (MD0)","(MD0)Over the next 24 hours, they helped each other by carrying bags, exchanging cell phone battery packs, and sharing information.(MD0)"
I began to think of my grandmothers' companion as their Guardian Angel.,I began to think of my grandmothers' companion as their Guardian Angel.,(MD0) I began to think of my grandmothers' companion as their Guardian Angel. (MD0),(MD0)I came to think of my grandmothers’ companion as their Guardian Angel.(MD0)
It broke my heart that Guardian Angel had to leave her 25-year-old son behind in Ukraine.,"Guardian Angel had to leave her 25-year-old son behind in Ukraine, which was sad to me.",(MD0) It broke my heart that Guardian Angel had to leave her 25-year-old son behind in Ukraine. (MD0),(MD0)It broke my heart that Guardian Angel had to leave her 25 year old son behind in Ukraine.(MD0)
(3) Certified a group on a messenger system to share details quickly and save precious cell phone battery life.,3) Create a group on a messaging app to share details quickly and save precious cell phone battery life.,(MD0)(MD0)(3) (MD1)Certified a group on a messenger system (MD1) to share details quickly and save precious cell phone battery life. (MD0),(MD0)(3) (MD1)Create a group on a messaging app(MD1) to share information quickly and to conserve scarce cell phone power.(MD0)
"We formed a Viber group that included my grandmothers, their companion, and several family members from both sides of the family tree.","On both directions, we formed a Viber group that included my grandmothers, their companion, and several family members.","(MD0) We formed a Viber group that included my grandmothers, their companion, and several family members from both sides of the family tree. (MD0)","(MD0)We formed a Viber group that included my grandmothers, their companion, and several family members on all sides.(MD0)"
The group made it possible to share information quickly and efficiently.,The group made it possible to share reports quickly and efficiently.,(MD0) The group made it possible to share information quickly and efficiently. (MD0),(MD0)The group allowed us to share information quickly and efficiently.(MD0)
"MD0) Many of us supporting the journey from afar may ""divide and conquer"" the logistics, researching upcoming accommodation options, finding drivers, and understanding visa and COVID requirements at border crossings.","Many of us supporting the journey from afar may ""divide and conquer"" the logistics, researching upcoming accommodation options, finding drivers, and understanding visa and COVID requirements at border crossings.","MD0) Many of us supporting the journey from afar may ""divide and conquer"" the logistics, researching upcoming accommodation options, finding drivers, and understanding visa and COVID requirements at border crossings. (MD0)","(MD0)Those of us supporting the journey from afar could “divide and conquer” the logistics, researching upcoming accommodation options, locating drivers, and understanding visa and COVID requirements at border crossings.(MD0)"
(4) (4) Take a photo on the day of the trip and share it with loved ones.,(4) Take a picture on the day of the trip and share it with loved ones.,(MD0) (4) (4) Take a photo on the day of the trip and share it with loved ones. (MD0),(MD0)(4) **Take a photo on the day of the trip and share it with loved ones.(MD0)
"My grandmothers were separated in the crowd at the border, resulting in a small panic for all concerned.","** My grandmothers were separated in the crowd at the border, resulting in a small panic for all concerned.","(MD0) My grandmothers were separated in the crowd at the border, resulting in a small panic for all concerned. (MD0)","(MD0)** My grandmothers got separated in the crowd at the border, resulting in a small panic for all involved.(MD0)"
"Fortunately, they were able to reunite after a brief search.","They were able to reunite after a brief search, which was fortunately.","(MD0) Fortunately, they were able to reunite after a brief search. (MD0)","(MD0)Fortunately, they were able to reunite after a short search.(MD0)"
"If you are separated from a loved one (especially a child), you can make the crowd cheer for Nina, she's 8 (or 88) years old, wearing a black hat and a brown coat.","If you are separated from a loved one (especially a child), you can make the crowd cheer for Nina by yelling ""I'm looking for Nina,"" she says.","(MD0) If you are separated from a loved one (especially a child), you can make the crowd cheer for Nina, she's 8 (or 88) years old, wearing a black hat and a brown coat. (MD0)","(MD0)If you are separated from a loved one (especially a child), you can get the crowd to help you look by loudly shouting “I’m looking for Nina, she’s 8 (or 88) years old, wearing a black hat and a brown coat.”(MD0)"
"The photos were also helpful at the end of my family's journey, when their cell phone batteries and roaming credits were depleted.","The photos were also helpful at the end of my family's journey, when their cell phone batteries and roaming credits were depleted.","(MD0) The photos were also helpful at the end of my family's journey, when their cell phone batteries and roaming credits were depleted. (MD0)","(MD0)The photos were also helpful at the end of my family’s journey, when their cell phone batteries and roaming credits were depleted.(MD0)"
We sent photos to the taxi driver at the bus station to help them recognize them in the crowd.,We sent photographs to the taxi driver at the bus station to help them distinguish them in the crowd.,(MD0) We sent photos to the taxi driver at the bus station to help them recognize them in the crowd. (MD0),(MD0)We sent photographs to the taxi driver at the bus station to help identify them in the crowd.(MD0)
"(5) If it is safe to do so under the circumstances, it is possible to do so.","(5) If it is safe to do so under the circumstances, reliable geolocation data can be obtained.","(MD0) (5) If it is safe to do so under the circumstances, it is possible to do so. (MD0)","(MD0)(5) **Enable geo-location tracking, if it is safe to do so under the circumstances.(MD0)"
"My grandmother's companion shared her location with her family using a ""pin."" This was extremely helpful not only for our peace of mind, but also to help estimate arrival times at borders or at the final destination.","** Using a ""pin,"" my grandmother's companion shared her location with her family, not only for our peace of mind, but also to help estimate arrival times at borders or at the final destination.","(MD0) My grandmother's companion shared her location with her family using a ""pin."" This was extremely helpful not only for our peace of mind, but also to help estimate arrival times at borders or at the final destination. (MD0)",(MD0)** My grandmother’s companion shared her location with her family using a “pin.” This was immensely valuable not only for our peace of mind but also to help estimate arrival times at borders or at the final destination.(MD0)
Click here for instructions on how to enable this function.,"For information on how to enable this function, click here.",(MD0) Click (MD1)here(MD1) for instructions on how to enable this function. (MD0),(MD0)Click (MD1)here(MD1) for instructions for how to enable this feature.(MD0)
(6) **Conserve cell phone capability.,(6) Save cell phone power.,(MD0)(6) **Conserve cell phone capability. (MD0),(MD0)(6) **Conserve cell phone power.(MD0)
"** If you're traveling in a group, take turns with your phones on.","** If you're traveling in a group, take turns with your phones.","(MD0)** If you're traveling in a group, take turns with your phones on. (MD0)","(MD0)** If you’re traveling in a group, take turns keeping your phones on.(MD0)"
"Turn off wifi and bluetooth, or set the phone to airplane mode.","Turn off wifi and bluetooth, or set the phone to airplane mode.","(MD0) Turn off wifi and bluetooth, or set the phone to airplane mode. (MD0)","(MD0)Turn off wifi and bluetooth, or set the phone to airplane mode.(MD0)"
Bring an external battery pack and make sure you have the right cords for your machine.,Make sure you have the right cords for your device before bringing an external battery pack.,(MD0) Bring an external battery pack and make sure you have the right cords for your machine. (MD0),(MD0)Bring an external battery pack and make sure you have the right cords for your device.(MD0)
"Yes, my grandmother brought her battery pack, but forgot the cord.","(Yes, my grandmother brought her battery pack, but forgot the cord.","(MD0) Yes, my grandmother brought her battery pack, but forgot the cord. (MD0)","(MD0)(Yes, my grandmother brought her battery pack, but forgot the cord.(MD0)"
"Fortunately, a volunteer at the border was able to give her a spare, and her travel companion shared the most important details using her phone in the meantime).","Fortunately, a volunteer at the border was able to give her a spare, and her travel companion shared the most important details using her phone in the meantime).","(MD0) Fortunately, a volunteer at the border was able to give her a spare, and her travel companion shared the most important details using her phone in the meantime). (MD0)","(MD0)Fortunately, a volunteer at the border was able to give her a spare and her travel companion shared key information using her phone in the meantime).(MD0)"
(7) (7) Keep the faith. (7) Keep the faith.,(7) Keep the faith.,(MD0) (7) (7) Keep the faith. (MD0) (7) Keep the faith. (MD0),(MD0)(7) **Keep the faith.(MD0)
"Despite a long, tiring journey, my grandparents made the first leg of the journey in good spirits.","** Despite a long, tiring ride, my grandparents made the first leg of the journey with a positive mood.","(MD0) Despite a long, tiring journey, my grandparents made the first leg of the journey in good spirits. (MD0)","(MD0)** Despite a very long, stressful, and difficult journey, my grandparents completed the first leg of the trip in good spirits.(MD0)"
I'm in awe at their courage and tenacity.,I was awed by their courage and tenacity.,(MD0) I'm in awe at their courage and tenacity. (MD0),(MD0)Their courage and resilience left me in awe.(MD0)
"My grandmother, a survivor of WWII and now the War in Ukraine, told me on her arrival in Bulgaria.","On her arrival to Bulgaria, my grandmother, a survivor of WWII and now the War in Ukraine, told me.","(MD0) My grandmother, a survivor of WWII and now the War in Ukraine, told me on her arrival in Bulgaria. (MD0)","(MD0)My grandmother, a survivor of WWII and now the War in Ukraine, told me upon her arrival to Bulgaria,(MD0)"
"MD0)Stay strong, stay safe.",Keep healthy and safe.,"MD0)Stay strong, stay safe. (MD0)","(MD0)Stay strong, stay safe.(MD0)"
