generated,expected,generated_md,original_md
Putin does not want to undertake a large-scale invasion of Ukraine. But he is sending every credible signal possible that he is willing to go down this road.,Putin does not want to undertake a large-scale invasion of Ukraine. But he is sending every credible signal possible that he is willing to go down this road.,Putin does not want to undertake a large-scale invasion of Ukraine. But he is sending every credible signal possible that he is willing to go down this road.,(MD0)Putin does not want to undertake a large-scale invasion of Ukraine. But he is sending every credible signal possible that he’s willing to go down this road if he feels he must and he might if his objectives cannot be achieved any other way.(MD0)
"American leaders are obsessed with the concept of deterrence, making the critical error in failing to think from Putin’s perspective.","American leaders are obsessed with the concept of deterrence, making the critical error in failing to think from Putin's perspective. Deterrence is derived from cost-benefit analysis, a technique I became quite familiar with earning a pair of policy focused masters degrees in grad school.","American leaders are obsessed with the concept of deterrence, making the critical error in failing to think from Putin’s perspective.","(MD0)American leaders are obsessed with the concept of (MD1)deterrence(MD1), making the critical error in failing to think from Putin’s perspective. Deterrence is derived from (MD2)cost-benefit analysis(MD2), a technique I became quite familiar with earning a pair of policy focused masters degrees in grad school.(MD0)"
CBA is used in policy mostly to justify an action some politician wants to take. CBA is often used to justify a policy that is mostly used by policy.,CBA is used in policy mostly to justify an action some politician wants to take and needs cover for. It typically excludes vital soft factors like future expectations.,CBA is used in policy mostly to justify an action some politician wants to take. CBA is often used to justify a policy that is mostly used by policy.,"(MD0)Americans absolutely (MD1)lurve(MD1) cost-benefit analysis because it looks more concrete than it truly is. What gets counted as a cost or benefit is usually in some way a matter of perspective, and those with privilege get the costs and benefits set the way they like more often than not. CBA is used in policy mostly to justify an action some politician wants to take and needs cover for, and typically excludes vital soft factors like future expectations.(MD0)"
Sanctions are a means of looking tough to a domestic audience and little more. Sanctions have already worked out a way around them.,Sanctions are a means of looking tough to a domestic audience and little more. Sanctions are meant to look tough to the domestic audience.,Sanctions are a means of looking tough to a domestic audience and little more. Sanctions have already worked out a way around them.,"(MD0)American deterrence fails when an opponent decides the costs America says it is willing to impose are irrelevant, as they typically are. This is why America’s sanctions obsession is so vapid and toothless — by the time they’re applied the target has already worked out a way around them. Sanctions are a means of looking tough to a domestic audience and little more.(MD0)"
Putin’s threat of being cut off from the global banking system is mitigated with Chinese support. Russia and China are now officially strong allies now.,"Russia and China are officially strong allies now, like the US and UK. America under Biden has refused to see sense and work out a long-term pact to prevent any war over Taiwan or the South China Sea.",Putin’s threat of being cut off from the global banking system is mitigated with Chinese support. Russia and China are now officially strong allies now.,"(MD0)In Putin’s case, the threat of being cut off from the global banking system or natural gas exports to Europe is easily mitigated with Chinese support — Russia and China are (MD1)officially strong allies now(MD1), like the US and UK. Because America under Biden has refused to see sense and work out a long-term stable pact to prevent any war over Taiwan or the South China Sea, China has no reason to restrain Putin.(MD0)"
"NATO unity is covering up deep cracks between the main continental European participants, Germany and France.",NATO scramble and take ineffectual action to cover itself while leaving Ukraine alone. Public proclamations of NATO unity are covering up deep cracks between Germany and France.,"NATO unity is covering up deep cracks between the main continental European participants, Germany and France.","(MD0)The past few weeks the world has watched NATO scramble and take ineffectual action to cover itself while leaving Ukraine basically alone, armed with weapons only truly useful in a bitter, (MD1)mutually destructive insurgency(MD1). (MD2)Public proclamations of NATO unity(MD2) are covering up deep cracks between the main continental European participants, Germany and France, and the US/UK.(MD0)"
Putin has now successfully successfully  successfully helped Russia in Ukraine. The threat of conflict means airlines are stopping service.,The threat of conflict means airlines are stopping service. Investment in Ukraine is going to be a massive risk going forward.,Putin has now successfully  successfully  successfully helped Russia in Ukraine. The threat of conflict means airlines are stopping service.,"(MD0)Putin has now successfully bluffed the US and UK into (MD1)pulling advisers out of Ukraine(MD1) and (MD2)issue panicky warnings(MD2) to citizens to evacuate — while (MD2)offering no assistance(MD2) if they’re caught in the fighting or, y’know, have Ukrainian families who can’t just up and leave. The threat of conflict means airlines are stopping service. Investment in Ukraine is going to be a massive risk going forward. America’s leadership is helping Putin win.(MD0)"
"The idea that Russia will attack Ukraine out of nowhere is frankly silly, because he gains far more by exhausting Ukraine over time.","Putin doesn't have to decide on a date to invade Ukraine — he can simply park his forces where they are as a permanent, existential threat. The idea that Russia will attack Ukraine out of nowhere is frankly silly.","The idea that Russia will attack Ukraine out of nowhere is frankly silly, because he gains far more by exhausting Ukraine over time.","(MD0)The irony is that (MD1)so far(MD1) all Putin has done is load his weapon and do some target practice around Ukraine. Putin doesn’t have to decide on a date to invade Ukraine — he can simply park his forces where they are as a permanent, existential threat. The idea that Russia will attack Ukraine out of nowhere is frankly silly, because he gains far more by exhausting Ukraine over time with constant aggressive maneuvers Kyiv can’t ignore than a massive invasion.(MD0)"
"For the past month, Russian intelligence has been aggressively working on a maskirovka campaign specifically designed to gaslight American and allied intelligence. Politicians and pundits are latching onto every intelligence intercepts.","For the past month, Russian intelligence has been aggressively working on a maskirovka campaign specifically designed to gaslight American and allied intelligence. Politicians and pundits are latching onto every intelligence intercept alleging nefarious Russian plans.","For the past month, Russian intelligence has been aggressively working on a maskirovka campaign specifically designed to gaslight American and allied intelligence. Politicians and pundits are latching onto every intelligence intercepts.","(MD0)For the past month, Russian intelligence has been aggressively working on a maskirovka campaign specifically designed to gaslight American and allied intelligence. Politicians and pundits are latching onto every intelligence intercept (MD1)alleging nefarious Russian plans(MD1) ranging from false-flag attacks to coup plots against Zelensky.(MD0)"
Putin has been able to trap him in a dynamic where America looks like its crying chicken little every five minutes.,Putin has been able to trap him in a dynamic where America looks like its crying chicken little every five minutes.,Putin has been able to trap him in a dynamic where America looks like its crying chicken little every five minutes.,"(MD0)What’s darkly hilarious about watching the Biden Administration pretend it can deter Russian actions by pointing out everything they are talking about doing is that it gives Russia a direct means of faking America out. Knowing that Biden is going to publicly warn about every crazy plot someone discusses in Moscow, Putin has been able to trap him in a dynamic where America looks like its crying chicken little every five minutes.(MD0)"
Putin pulling back some troops from the border ahead of the new German chancellor Scholz is a classic technique.,"Putin pulling back some troops from the border ahead of the new German chancellor Scholz is a classic technique. It looks like he's keeping a diplomatic off ramp clear, which he is — but not for the reasons American leaders hope.",Putin pulling back some troops from the border ahead of the new German chancellor Scholz is a classic technique.,"(MD0)A beneficial side effect, from Putin’s perspective, is that Biden, with every warning not backed by threat of meaningful action, weakens America’s position. If any diplomatic deal prevents the outbreak of war it will stem from German efforts underway this week.(MD0)(MD0)Putin pulling back some troops from the border ahead of the new German chancellor Scholz is a classic technique. It (MD1)looks(MD1) like he’s keeping a diplomatic off ramp clear, which he is — but not for the reasons American leaders hope.(MD0)"
Russia insists Ukraine is plotting an offensive in Donbas.,Russia insists Ukraine is plotting an offensive in Donbas that will harm Russian people.,Russia insists Ukraine is plotting an offensive in Donbas.,"(MD0)From the get-go Putin’s rhetoric about (MD1)why(MD1) Russia cares so much about Ukraine has indicated a clear endgame: Russia insists Ukraine is plotting an offensive in Donbas — and one day Crimea — that will harm Russian people. Yesterday the Russian Duma asked Putin to recognize Donetsk and Lukhansk, which more or less means Russia can annex them under the pretense of protecting Russian citizens.(MD0)"
Russia's military buildup has been slow and deliberate over the past year. This is a long-term shift in Russia’s positions intended to communicate that Russia trusts China and potential conflicts in Europe and Asia will always be linked.,Russia's military buildup has been slow and deliberate over the past year. This is a long-term shift in Russia’s positions intended to communicate that Russia trusts China and potential conflicts in Europe and Asia will always be linked.,Russia's military buildup has been slow and deliberate over the past year. This is a long-term shift in Russia’s positions intended to communicate that Russia trusts China and potential conflicts in Europe and Asia will always be linked.,"(MD0)Russia’s military buildup has been slow and deliberate over the past year, punctuated with sudden movements under the guise of exercises. This is a long-term shift in Russia’s positions intended to communicate that Russia trusts China and potential conflicts in Europe and Asia will always be linked.(MD0)"
The bluff this could happen has been useful making London and Washington panic but doesn't match up with Putin's domestic rhetoric. What he needs to justify an attack is an outburst of violence like what appears to be now escalating in Donbas.,The bluff this could happen has been useful making London and Washington panic but doesn't match up with Putin's domestic rhetoric. What he needs to justify an attack is an outburst of violence like what appears to be now escalating in Donbas.,The bluff this could happen has been useful making London and Washington panic but doesn't match up with Putin's domestic rhetoric. What he needs to justify an attack is an outburst of violence like what appears to be now escalating in Donbas.,(MD0)I seriously doubt any conflict in Ukraine begins with a sudden massive Russian attack —the bluff this could happen has been useful making London and Washington panic but doesn’t match up with Putin’s domestic rhetoric. What he needs to justify an attack is an outburst of violence like what appears to be now escalating in Donbas.(MD0)
The problem with them doing this is that by definition false-flag operations are difficult to attribute with any certainty.,"The problem with them doing this is that by definition false-flag operations are difficult to attribute with any certainty. If an attack comes, everyone will believe what they want to.",The problem with them doing this is that by definition false-flag operations are difficult to attribute with any certainty.,"(MD0)That, of course, is why American and British media have been (MD1)hyping the danger of a false-flag attack(MD1). The problem with them doing this is that by definition false-flag operations are difficult to attribute with any certainty — if an attack comes, everyone will believe what they want to.(MD0)"
"Both American and Russian sources hinted at the other side launching some kind of chemical weapons attack, which is classic in false-flag operations.",Both American and Russian sources hinted at the other side launching some kind of chemical weapons attack.,"Both American and Russian sources hinted at the other side launching some kind of chemical weapons attack, which is classic in false-flag operations.","(MD0)My fear is that Wagner-affiliated mercenaries are plotting a major attack with chemical weapons somewhere in Donbas that will take place before the end of February. Both American and (MD1)Russian sources(MD1) weeks ago hinted at the other side launching some kind of chemical weapons attack, which is classic in false-flag operations.(MD0)"
It took months of direct inspections to prove Syria used chemical weapons in Syria.,It took months of direct inspections to prove Syria used chemical weapons in Syria.,It took months of direct inspections to prove Syria used chemical weapons in Syria.,"(MD0)When one is launched, no one will be sure who actually did it for some time. It took months of direct inspections to prove (MD1)Syria used chemical weapons in Syria(MD1), and many key facts are still afflicted by public doubt.(MD0)"
People on both sides will believe what their leaders and media insist is true.,People on both sides will believe what their leaders and media insist is true. The old saying about the first casualty of war being the truth sticks around for a reason.,People on both sides will believe what their leaders and media insist is true.,"(MD0)People on both sides will believe what their leaders and media insist is true — the old saying about the first casualty of war being the truth sticks around for a reason. Just like Americans are fighting with each other over what actually happened in the Capitol Attack, so will the pundits in America and Russia insist the other side is telling lies.(MD0)"
"A major blowup that triggers a Russian ultimatum to Zelensky will force Ukraine to choose between unfair negotiations that force cession of Donbas and Crimea. Biden has already ruled out in an idiotic, counterproductive self-own.",There are now two basic possibilities for how the Ukraine crisis ends. One is a major blowup that triggers a Russian ultimatum to Zelensky. This will force Ukraine to choose between unfair negotiations that force cession of Donbas and Crimea.,"A major blowup that triggers a Russian ultimatum to Zelensky will force Ukraine to choose between unfair negotiations that force cession of Donbas and Crimea. Biden has already ruled out in an idiotic, counterproductive self-own.","(MD0)There are now two basic possibilities for how the Ukraine crisis ends. One is a major blowup that triggers a Russian ultimatum to Zelensky. This will force Ukraine to choose between unfair negotiations that force cession of Donbas and Crimea permanently or a huge war Ukraine cannot win without massive direct military support Biden has already ruled out in an idiotic, counterproductive self-own.(MD0)"
Ukraine is unlikely to be able to join NATO through setting clear conditions on membership. Autonomy for Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual borders.,Ukraine and Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual borders are also sadly going to be necessary to avert a war.,Ukraine is unlikely to be able to join NATO through setting clear conditions on membership. Autonomy for Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual borders.,(MD0)My hope is that (MD1)Germany convinces Putin(MD1) that it will prevent Ukraine from joining NATO through setting clear conditions on membership Kyiv is unlikely to be able to meet for twenty years. Autonomy for Donbas and an understanding that Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual borders are also sadly going to be necessary to avert a war.(MD0)
"Putin has to keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, writes Peter Bergen.",Putin can keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls.,"Putin has to keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, writes Peter Bergen.","(MD0)The conflict has to be settled for a generation — and I suspect it will be this year, one way or another. Now that Ukraine stands alone Putin can keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, creating an opening for a coup and sudden deployment of military forces at the invitation of the new regime.(MD0)(MD0)Putin’s objectives in this crisis ranked according to importance are:(MD0)"
Weaken NATO over the long run by proving its limitations.,Neutralize the threat of Ukraine joining NATO anytime soon.,Weaken NATO over the long run by proving its limitations.,(MD0)(MD1)Neutralize the threat of Ukraine joining NATO anytime soon(MD1)(MD1)Maintain control over the predominantly Russian-speaking Donbas(MD1)(MD1)Weaken NATO over the long run by proving its limitations(MD1)(MD1)Demonstrate America’s inability to act to actually defend allies(MD1)(MD1)Pull Ukraine into Russia’s orbit permanently(MD1)(MD0)
Putin has already achieved 3 and 4. Biden is backing down as fast as he can to refocus America’s attention on China.,Biden is backing down as fast as he can while trying to refocus America's attention on China.,Putin has already achieved 3 and 4. Biden is backing down as fast as he can to refocus America’s attention on China.,"(MD0)For all NATO’s bluster about being more united than ever and a paltry few American combat troops dispatched to feign real commitment, it is clear that Putin has already achieved 3 and 4. In the face of direct military threats to a partner that could harm American citizens, Biden is backing down as fast as he can while trying to refocus America’s attention on China.(MD0)"
Putin is committed to victory even at serious cost to Russia’s international reputation and long-term relationship with Ukraine.,"Putin aims to resolve 1 and 2. He would clearly prefer to win through negotiation, but it is apparent that he is committed to victory.",Putin is committed to victory even at serious cost to Russia’s international reputation and long-term relationship with Ukraine.,"(MD0)So now Putin aims to resolve 1 and 2. He would clearly prefer to win through negotiation, but it is apparent that he is committed to victory even at serious cost to Russia’s international reputation and long-term relationship with Ukraine.(MD0)"
"The real deterrent to a major invasion is the fact that a big war will permanently sever whatever bonds remain. Even if an insurgency doesn't kill hundreds of Russian soldiers, eventually Ukraine will be free again.","The real deterrent to a major invasion is the fact that a big war will permanently sever whatever bonds remain. Even if an insurgency doesn't kill hundreds of Russian soldiers, eventually Ukraine will be free again.","The real deterrent to a major invasion is the fact that a big war will permanently sever whatever bonds remain. Even if an insurgency doesn't kill hundreds of Russian soldiers, eventually Ukraine will be free again.","(MD0)The real deterrent to a major invasion is the fact that, contrary to his own insistence that Russians and Ukrainians will always be the same people, a big war will permanently sever whatever bonds remain. Even if an insurgency doesn’t kill hundreds of Russian soldiers, eventually Ukraine will be free again.(MD0)"
Putin is more cautious than people give him credit for Russia’s military conquest is the least likely outcome.,Russia's newly-professional military is as casualty averse and reliant on firepower as America's. It is doubtful an invasion will be the tool to bring this about except in the last resort.,Putin is more cautious than people give him credit for Russia’s military conquest is the least likely outcome.,"(MD0)Because this truth runs up against objective 5, all-out conquest is the least likely outcome. Putin is more cautious than people give him credit for and Russia’s newly-professional military is as casualty averse and reliant on firepower as America’s — moving in after a collapse of the Kyiv government is a distinct possibility, but it is doubtful an invasion will be the tool to bring this about except in the last resort.(MD0)"
Putin does not want to conquer Ukraine by force. A limited operation opens the door to further conquest through non-military means.,Putin does not want to conquer Ukraine by force. A limited operation opens the door to further conquest through non-military means.,Putin does not want to conquer Ukraine by force. A limited operation opens the door to further conquest through non-military means.,"(MD0)A substantial military defeat in Ukraine’s east, however, would prove both NATO’s unwillingness to assist and Zelensky’s inability to protect his people. A limited operation opens the door to further conquest through non-military means.(MD0)(MD0)Troop deployments aside, Putin does not want to conquer Ukraine by force. Having to do this would represent a partial failure of his own strategy and probably lead to a united European Union response which will be worse for Russia than a united NATO.(MD0)"
"The Transatlantic Alliance will always be hindered by America's ongoing collapse. Russia can now actively intensify if it chooses, and might, as part of Putin's ultimate revenge for the fall of the Soviet Union.","The Transatlantic Alliance will always be hindered by America’s ongoing collapse, a process Russia can now actively intensify if it chooses.","The Transatlantic Alliance will always be hindered by America's ongoing collapse. Russia can now actively intensify if it chooses, and might, as part of Putin's ultimate revenge for the fall of the Soviet Union.","(MD0)The Transatlantic Alliance will always be hindered by (MD1)America’s ongoing collapse(MD1), a process Russia can now actively intensify if it chooses — and might, as part of Putin’s ultimate revenge for the fall of the Soviet Union.(MD0)(MD0)Were I in his position, that would be my ultimate goal.(MD0)"
"Ukraine is running away just like it did in Afghanistan, Biden entirely concerned about his domestic audience.","America is running away just like it did in Afghanistan, Biden entirely concerned about his domestic audience and pitiful chances at re-election in 2024.","Ukraine is running away just like it did in Afghanistan, Biden entirely concerned about his domestic audience.","(MD0)But objectives 1 and 2 are paramount for Putin. Everything he has done to get NATO and America in a tizzy has been designed to prove one thing to Ukraine: you are alone.(MD0)(MD0)And Ukraine is. America is running away just like it did in Afghanistan, Biden entirely concerned about his domestic audience and pitiful chances at re-election in 2024. A classic politician who cares only for his own interests, Biden cannot be trusted and is as much an accelerator of America’s demise at this point as Trump.(MD0)"
"Putin's maskirovka is designed to obscure his core aims, but Putin is savvy enough to realize he doesn't get it if there's an all-out war.",Putin's maskirovka is designed to obscure his core aims. Putin is savvy enough to realize he doesn't get it if there's an all-out war.,"Putin's maskirovka is designed to obscure his core aims, but Putin is savvy enough to realize he doesn't get it if there's an all-out war.","(MD0)Putin’s maskirovka is designed to obscure his core aims. Objective 5 is on his horizon, but Putin is savvy enough to realize he doesn’t get it if there’s an all-out war.(MD0)"
A direct invasion of Ukraine at any point will follow an initial campaign intended to crush Ukraine’s armed forces in the east.,Russia can simply sit back and bombard Ukraine for days or weeks with weapons Ukraine can't stop. A direct invasion of Ukraine at any point will follow an initial campaign intended to paralyze and crush Ukraine’s armed forces in the east.,A direct invasion of Ukraine at any point will follow an initial campaign intended to crush Ukraine’s armed forces in the east.,"(MD0)Instead, after a sufficient provocation now or this summer, Russia can simply sit back and bombard Ukraine for days or weeks with weapons Ukraine can’t stop. A direct invasion of Ukraine at any point will follow an initial campaign intended to paralyze and crush Ukraine’s armed forces in the east because in all warfare the core requirement is to defeat you enemy’s military, not capture their cities.(MD0)(MD0)So the likely course of events if war breaks out soon goes like this:(MD0)"
"Russia makes several moves that keep a door open to negotiations and imply a willingness to back down. An accident or intentional attack kills Russian soldiers or Russian-speakers in Ukraine. If Ukraine negotiates, the attacks stop.",Russia makes several moves that keep a door open to negotiations and imply a willingness to back down. Putin denies an invasion is underway even as Ukraine's forces are smashed from the air.,"Russia makes several moves that keep a door open to negotiations and imply a willingness to back down. An accident or intentional attack kills Russian soldiers or Russian-speakers in Ukraine. If Ukraine negotiates, the attacks stop.","(MD0)(MD1)Russia makes several moves that keep a door open to negotiations and imply a willingness to back down(MD1)(MD1)An accident or intentional attack kills Russian soldiers or Russian-speakers in Ukraine(MD1)(MD1)Putin gives Zelensky an ultimatum, threatening a total invasion if he doesn’t accede to Russian demands(MD1)(MD1)If Zelensky resists, separatists in Donbas begin making advances backed by Russian artillery and air strikes.(MD1)(MD1)Putin denies an invasion is underway even as Ukraine’s forces are smashed from the air. If sanctions drop, he escalates by striking more of Ukraine’s military infrastructures. If Ukraine negotiates, the attacks stop.(MD1)(MD0)"
The major attack could involve chemical weapons in order to directly call into question American assertions of Russian responsibility.,"The major attack could involve chemical weapons in order to directly call into question American assertions of Russian responsibility. Russia insists it's not invading anyone, just supporting people under attack.",The major attack could involve chemical weapons in order to directly call into question American assertions of Russian responsibility.,"(MD0)At this point it’s on America to go ahead with its sanctions threat while Russia insists it’s not invading anyone, just supporting people under attack. The major attack I fear could involve chemical weapons in order to directly call into question American assertions of Russian responsibility and remind the world of the lies that got America into Iraq.(MD0)"
Russia's forces surrounding Ukraine give Putin options he can elect to deploy one at a time or all at once.,"Russia's forces surrounding Ukraine give Putin options he can elect to deploy one at a time or all at once. Maskirovka, like all Russian military doctrine, is based on the Soviet experiences in the Second World War.",Russia's forces surrounding Ukraine give Putin options he can elect to deploy one at a time or all at once.,"(MD0)If major fighting begins, it continues until Zelensky agrees to terms or falls to a coup after Ukraine’s military is decimated. Russia’s forces surrounding Ukraine give Putin options he can elect to deploy one at a time or all at once.(MD0)(MD0)Maskirovka, like all Russian military doctrine, is based on the Soviet experiences in the Second World War. Russia doesn’t see war like the definition-obsessed Americans do — it isn’t something declared, waged, then ended.(MD0)"
"War is war is war, and politics is part of a deeper, deeper game, says John Sutter.","Russia has learned Clausewitz’ lesson better than anyone, says author.","War is war is war, and politics is part of a deeper, deeper game, says John Sutter.","(MD0)War is politics, and politics is war — Russia has learned Clausewitz’ lesson better than anyone. All conflict takes place on a continuum and each move made is part of a deeper, multi-layered game. Violence is merely a tool, deployed as needed to prove a point.(MD0)(MD0)I hope, hope, hope a conflict can still be averted. But America’s strategy has failed and is probably making everything worse.(MD0)"
"In the long run, only Europe will ever defend Ukraine. Only Europe can deal with Russia. American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.","U.S. leaders are too ignorant of geography, history, and systems to be trusted in this crisis. Only Europe can deal with Russia.","In the long run, only Europe will ever defend Ukraine. Only Europe can deal with Russia. American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.","(MD0)In the long run, only Europe will ever defend Ukraine. Only Europe can deal with Russia. American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.(MD0)"
